A,B,Pretty Formula,predicted_structure,probability,Parent formula,parent_structure,In DB?,Experimental CN,Predicted CN,Validation
C1+,I1-,CI,"C1+ I1-
1.0
6.160672 6.203084 0.0
-6.160672 6.203084 0.0
0.0 6.154826 7.71509
C I
8 8
Cartesian
-1.211687129632 8.300003612148 0.15501158828 C1+
-1.211687129632 7.183577387852 3.70253341172 C1+
1.2116871296320002 10.260990387851999 7.56007841172 C1+
1.2116871296319998 11.377416612148 4.01255658828 C1+
2.0731215740480002 13.56991120813 7.70628708231 C1+
2.0731215740480002 8.06849579187 3.8663479176899997 C1+
-2.0731215740480002 4.991082791869999 0.00880291769 C1+
-2.073121574048 10.49249820813 3.84874208231 C1+
-0.018063090303999475 9.417735994891999 0.1819989731 I1-
-0.018063090304000017 6.065845005108 3.6755460269 I1-
0.01806309030399992 9.143258005107999 7.5330910269 I1-
0.018063090303999673 12.495148994892 4.0395439731 I1-
3.209901092832 12.394866810469999 7.68750855325 I1-
3.209901092832 9.24354018953 3.8851264467499997 I1-
-3.2099010928319998 6.166127189529999 0.027581446750000002 I1-
-3.2099010928319998 9.317453810469999 3.8299635532500003 I1-
",0.005022791048659007,HI,"H1+ I1-
1.0
6.160672 6.203084 0.0
-6.160672 6.203084 0.0
0.0 6.154826 7.71509
H I
8 8
Cartesian
-1.211687129632 8.300003612148 0.15501158828 H1+
-1.211687129632 7.183577387852 3.70253341172 H1+
1.2116871296320002 10.260990387851999 7.56007841172 H1+
1.2116871296319998 11.377416612148 4.01255658828 H1+
2.0731215740480002 13.56991120813 7.70628708231 H1+
2.0731215740480002 8.06849579187 3.8663479176899997 H1+
-2.0731215740480002 4.991082791869999 0.00880291769 H1+
-2.073121574048 10.49249820813 3.84874208231 H1+
-0.018063090303999475 9.417735994891999 0.1819989731 I1-
-0.018063090304000017 6.065845005108 3.6755460269 I1-
0.01806309030399992 9.143258005107999 7.5330910269 I1-
0.018063090303999673 12.495148994892 4.0395439731 I1-
3.209901092832 12.394866810469999 7.68750855325 I1-
3.209901092832 9.24354018953 3.8851264467499997 I1-
-3.2099010928319998 6.166127189529999 0.027581446750000002 I1-
-3.2099010928319998 9.317453810469999 3.8299635532500003 I1-
",Yes,2,1,Incorrect
N2+,O2-,NO,"N2+ O2-
1.0
5.963808 0.0 0.0
0.0 5.963808 0.0
0.0 0.0 5.963808
N O
4 4
Cartesian
5.720269936512 5.720269936512 5.720269936512 N2+
3.225442063488 0.243538063488 2.7383659365120003 N2+
2.7383659365120003 3.225442063488 0.243538063488 N2+
0.243538063488 2.7383659365120003 3.225442063488 N2+
0.416381146944 0.416381146944 0.416381146944 O2-
2.565522853056 5.547426853056 3.3982851469440005 O2-
3.3982851469440005 2.565522853056 5.547426853056 O2-
5.547426853056 3.3982851469440005 2.565522853056 O2-
",0.00598973640525714,CO,"C2+ O2-
1.0
5.963808 0.0 0.0
0.0 5.963808 0.0
0.0 0.0 5.963808
C O
4 4
Cartesian
5.720269936512 5.720269936512 5.720269936512 C2+
3.225442063488 0.243538063488 2.7383659365120003 C2+
2.7383659365120003 3.225442063488 0.243538063488 C2+
0.243538063488 2.7383659365120003 3.225442063488 C2+
0.416381146944 0.416381146944 0.416381146944 O2-
2.565522853056 5.547426853056 3.3982851469440005 O2-
3.3982851469440005 2.565522853056 5.547426853056 O2-
5.547426853056 3.3982851469440005 2.565522853056 O2-
",Yes,1,1,Correct
N1+,F1-,NF,"F1- N1+
1.0
0.0 2.32781 2.32781
2.32781 0.0 2.32781
2.32781 2.32781 0.0
F N
1 1
Cartesian
2.32781 2.32781 2.32781 F1-
0.0 0.0 0.0 N1+
",0.008475474894223078,NCl,"Cl1- N1+
1.0
0.0 2.32781 2.32781
2.32781 0.0 2.32781
2.32781 2.32781 0.0
Cl N
1 1
Cartesian
2.32781 2.32781 2.32781 Cl1-
0.0 0.0 0.0 N1+
",Yes,0,0,Correct
N1+,Cl1-,NCl,"Cl1- N1+
1.0
4.654393 -2.083156 0.0
4.654393 2.083156 0.0
3.72204 0.0 3.48559
Cl N
2 2
Cartesian
9.889328406268 5.689466161129531e-17 2.6452769916200003 Cl1-
3.1414975937319998 -3.691553025930714e-18 0.84031300838 Cl1-
12.490528861562 1.0293974230535242e-16 3.34106698183 N1+
0.540297138438 5.774517511270005e-18 0.14452301817000002 N1+
",0.00836452193810708,NF,"F1- N1+
1.0
4.654393 -2.083156 0.0
4.654393 2.083156 0.0
3.72204 0.0 3.48559
F N
2 2
Cartesian
9.889328406268 5.689466161129531e-17 2.6452769916200003 F1-
3.1414975937319998 -3.691553025930714e-18 0.84031300838 F1-
12.490528861562 1.0293974230535242e-16 3.34106698183 N1+
0.540297138438 5.774517511270005e-18 0.14452301817000002 N1+
",Yes,6,3,Incorrect
Na1+,H1-,NaH,"H1- Na1+
1.0
0.0 2.000087 2.000087
2.000087 0.0 2.000087
2.000087 2.000087 0.0
H Na
1 1
Cartesian
2.000087 2.000087 2.000087 H1-
0.0 0.0 0.0 Na1+
",0.00876268363835472,LiH,"H1- Li1+
1.0
0.0 2.000087 2.000087
2.000087 0.0 2.000087
2.000087 2.000087 0.0
H Li
1 1
Cartesian
2.000087 2.000087 2.000087 H1-
0.0 0.0 0.0 Li1+
",Yes,6,6,Correct
Na1+,C1-,NaC,"C1- Na1+
1.0
-1.814196 2.424959 2.695456
1.814196 -2.424959 2.695456
1.814196 2.424959 -2.695456
C Na
2 2
Cartesian
-5.5412320222103515e-17 4.220005800241999 2.2044009938326782e-17 C1-
5.058265962532005e-18 0.629912199758 -2.7412283429839587e-18 C1-
0.0 2.424959 1.2845842477440002 Na1+
1.814196 0.0 1.410871752256 Na1+
",0.00876268363835472,LiC,"C1- Li1+
1.0
-1.814196 2.424959 2.695456
1.814196 -2.424959 2.695456
1.814196 2.424959 -2.695456
C Li
2 2
Cartesian
-5.5412320222103515e-17 4.220005800241999 2.2044009938326782e-17 C1-
5.058265962532005e-18 0.629912199758 -2.7412283429839587e-18 C1-
0.0 2.424959 1.2845842477440002 Li1+
1.814196 0.0 1.410871752256 Li1+
",Yes,7,7,Correct
Na1+,F1-,NaF,"F1- Na1+
1.0
0.0 2.041714 2.041714
2.041714 0.0 2.041714
2.041714 2.041714 0.0
F Na
1 1
Cartesian
2.041714 2.041714 2.041714 F1-
0.0 0.0 0.0 Na1+
",0.00876268363835472,LiF,"F1- Li1+
1.0
0.0 2.041714 2.041714
2.041714 0.0 2.041714
2.041714 2.041714 0.0
F Li
1 1
Cartesian
2.041714 2.041714 2.041714 F1-
0.0 0.0 0.0 Li1+
",Yes,6,6,Correct
Na1+,Si1-,NaSi,"Na1+ Si1-
1.0
-4.663579 4.663579 2.870355
4.663579 -4.663579 2.870355
4.663579 4.663579 -2.870355
Na Si
8 8
Cartesian
1.264030442897 3.9083636803190007 0.4057045867649997 Na1+
0.755210656102 1.264035106476 1.84087921641 Na1+
3.908368343898 3.3995438935240005 -1.0294757835900001 Na1+
3.3995485571030004 0.7552153196810001 3.2760538460549995 Na1+
3.399548557103 5.418794319681 1.0294729132350005 Na1+
-0.755210656102 3.399543893524 2.4646532835900006 Na1+
5.418789656102001 1.264035106476 -0.4057017164099999 Na1+
1.264030442897 -0.755215319681 3.8998336539450005 Na1+
1.8902278495429998 3.6312444889810007 3.0447434180250004 Si1-
1.0323345110189999 1.8902278495430003 4.479920918025 Si1-
3.631244488981 2.773351150457 1.6095659180250002 Si1-
2.773351150457 1.032334511019 0.17438841802500005 Si1-
2.773351150457 5.6959135110190005 -1.609565918025 Si1-
3.6312444889810007 -1.8902278495430005 2.695966581975 Si1-
1.0323345110190003 6.553806849543 -0.1743884180250001 Si1-
1.8902278495430003 -1.032334511019 1.260789081975 Si1-
",0.00876268363835472,LiSi,"Li1+ Si1-
1.0
-4.663579 4.663579 2.870355
4.663579 -4.663579 2.870355
4.663579 4.663579 -2.870355
Li Si
8 8
Cartesian
1.264030442897 3.9083636803190007 0.4057045867649997 Li1+
0.755210656102 1.264035106476 1.84087921641 Li1+
3.908368343898 3.3995438935240005 -1.0294757835900001 Li1+
3.3995485571030004 0.7552153196810001 3.2760538460549995 Li1+
3.399548557103 5.418794319681 1.0294729132350005 Li1+
-0.755210656102 3.399543893524 2.4646532835900006 Li1+
5.418789656102001 1.264035106476 -0.4057017164099999 Li1+
1.264030442897 -0.755215319681 3.8998336539450005 Li1+
1.8902278495429998 3.6312444889810007 3.0447434180250004 Si1-
1.0323345110189999 1.8902278495430003 4.479920918025 Si1-
3.631244488981 2.773351150457 1.6095659180250002 Si1-
2.773351150457 1.032334511019 0.17438841802500005 Si1-
2.773351150457 5.6959135110190005 -1.609565918025 Si1-
3.6312444889810007 -1.8902278495430005 2.695966581975 Si1-
1.0323345110190003 6.553806849543 -0.1743884180250001 Si1-
1.8902278495430003 -1.032334511019 1.260789081975 Si1-
",Yes,5,5,Correct
Na1+,P1-,NaP,"Na1+ P1-
1.0
4.970385 0.0 0.0
0.0 5.593872 0.0
0.0 4.836985 9.03778
Na P
8 8
Cartesian
3.040647934905 4.458080814476 6.061639046 Na1+
0.555455434905 8.391268685524 7.495030954 Na1+
1.929737065095 5.972776185524 2.976140954 Na1+
4.414929565095 2.039588314476 1.542749046 Na1+
1.69830102834 5.955827858486001 8.76858068492 Na1+
4.1834935283400005 6.893521641514001 4.78808931508 Na1+
3.2720839716600003 4.475029141514001 0.26919931508 Na1+
0.7868914716600001 3.537335358486 4.24969068492 Na1+
0.52236758196 5.191426301180001 6.39046963352 P1-
3.00756008196 7.657923198820001 7.166200366479999 P1-
4.44801741804 5.239430698820001 2.64731036648 P1-
1.96282491804 2.77293380118 1.87157963352 P1-
4.194870739605 5.992451922834 8.02788038724 P1-
1.7096782396049999 6.856897577166 5.52878961276 P1-
0.775514260395 4.438405077166 1.00989961276 P1-
3.260706760395 3.573959422834 3.50899038724 P1-
",0.00876268363835472,LiP,"Li1+ P1-
1.0
4.970385 0.0 0.0
0.0 5.593872 0.0
0.0 4.836985 9.03778
Li P
8 8
Cartesian
3.040647934905 4.458080814476 6.061639046 Li1+
0.555455434905 8.391268685524 7.495030954 Li1+
1.929737065095 5.972776185524 2.976140954 Li1+
4.414929565095 2.039588314476 1.542749046 Li1+
1.69830102834 5.955827858486001 8.76858068492 Li1+
4.1834935283400005 6.893521641514001 4.78808931508 Li1+
3.2720839716600003 4.475029141514001 0.26919931508 Li1+
0.7868914716600001 3.537335358486 4.24969068492 Li1+
0.52236758196 5.191426301180001 6.39046963352 P1-
3.00756008196 7.657923198820001 7.166200366479999 P1-
4.44801741804 5.239430698820001 2.64731036648 P1-
1.96282491804 2.77293380118 1.87157963352 P1-
4.194870739605 5.992451922834 8.02788038724 P1-
1.7096782396049999 6.856897577166 5.52878961276 P1-
0.775514260395 4.438405077166 1.00989961276 P1-
3.260706760395 3.573959422834 3.50899038724 P1-
",Yes,5,6,Incorrect
Na1+,S1-,NaS,"Na1+ S1-
1.0
-1.496248 1.496248 3.741988
1.496248 -1.496248 3.741988
1.496248 1.496248 -3.741988
Na S
1 1
Cartesian
0.0 0.0 3.741988 Na1+
-1.1102230246251565e-16 1.496248 1.870994 S1-
",0.00876268363835472,LiS,"Li1+ S1-
1.0
-1.496248 1.496248 3.741988
1.496248 -1.496248 3.741988
1.496248 1.496248 -3.741988
Li S
1 1
Cartesian
0.0 0.0 3.741988 Li1+
-1.1102230246251565e-16 1.496248 1.870994 S1-
",Yes,6,4,Incorrect
Na1+,Cl1-,NaCl,"Cl1- Na1+
1.0
0.0 2.576374 2.576374
2.576374 0.0 2.576374
2.576374 2.576374 0.0
Cl Na
1 1
Cartesian
2.576374 2.576374 2.576374 Cl1-
0.0 0.0 0.0 Na1+
",0.00876268363835472,LiCl,"Cl1- Li1+
1.0
0.0 2.576374 2.576374
2.576374 0.0 2.576374
2.576374 2.576374 0.0
Cl Li
1 1
Cartesian
2.576374 2.576374 2.576374 Cl1-
0.0 0.0 0.0 Li1+
",Yes,6,6,Correct
Na1+,Br1-,NaBr,"Br1- Na1+
1.0
0.0 2.756714 2.756714
2.756714 0.0 2.756714
2.756714 2.756714 0.0
Br Na
1 1
Cartesian
2.756714 2.756714 2.756714 Br1-
0.0 0.0 0.0 Na1+
",0.00876268363835472,LiBr,"Br1- Li1+
1.0
0.0 2.756714 2.756714
2.756714 0.0 2.756714
2.756714 2.756714 0.0
Br Li
1 1
Cartesian
2.756714 2.756714 2.756714 Br1-
0.0 0.0 0.0 Li1+
",Yes,6,6,Correct
Na1+,I1-,NaI,"I1- Na1+
1.0
2.283037 -3.954335 0.0
2.283037 3.954335 0.0
0.0 0.0 7.423565
I Na
2 2
Cartesian
2.283037 1.3181143028900002 2.787244291335 I1-
2.283037 -1.3181143028900002 6.499026791335 I1-
2.283037 1.3181143028900002 7.4201575836650004 Na1+
2.283037 -1.3181143028900002 3.708375083665 Na1+
",0.00876268363835472,LiI,"I1- Li1+
1.0
2.283037 -3.954335 0.0
2.283037 3.954335 0.0
0.0 0.0 7.423565
I Li
2 2
Cartesian
2.283037 1.3181143028900002 2.787244291335 I1-
2.283037 -1.3181143028900002 6.499026791335 I1-
2.283037 1.3181143028900002 7.4201575836650004 Li1+
2.283037 -1.3181143028900002 3.708375083665 Li1+
",Yes,6,4,Incorrect
Mg2+,O2-,MgO,"Mg2+ O2-
1.0
0.0 2.614502 2.614502
2.614502 0.0 2.614502
2.614502 2.614502 0.0
Mg O
1 1
Cartesian
0.0 0.0 0.0 Mg2+
2.614502 2.614502 2.614502 O2-
",0.008103711303712163,MgS,"Mg2+ S2-
1.0
0.0 2.614502 2.614502
2.614502 0.0 2.614502
2.614502 2.614502 0.0
Mg S
1 1
Cartesian
0.0 0.0 0.0 Mg2+
2.614502 2.614502 2.614502 S2-
",Yes,6,6,Correct
Mg2+,S2-,MgS,"Mg2+ S2-
1.0
0.0 2.128242 2.128242
2.128242 0.0 2.128242
2.128242 2.128242 0.0
Mg S
1 1
Cartesian
0.0 0.0 0.0 Mg2+
2.128242 2.128242 2.128242 S2-
",0.008026915217539591,MgO,"Mg2+ O2-
1.0
0.0 2.128242 2.128242
2.128242 0.0 2.128242
2.128242 2.128242 0.0
Mg O
1 1
Cartesian
0.0 0.0 0.0 Mg2+
2.128242 2.128242 2.128242 O2-
",Yes,6,6,Correct
Mg2+,Se2-,MgSe,"Mg2+ Se2-
1.0
2.30544 -3.99314 0.0
2.30544 3.99314 0.0
0.0 0.0 7.509375
Mg Se
2 2
Cartesian
2.30544 1.3310493287600003 7.4860283531250005 Mg2+
2.30544 -1.3310493287600003 3.7313408531250003 Mg2+
2.30544 1.3310493287600003 2.8018153968750004 Se2-
2.30544 -1.3310493287600003 6.556502896875 Se2-
",0.007531203748318226,MgTe,"Mg2+ Te2-
1.0
2.30544 -3.99314 0.0
2.30544 3.99314 0.0
0.0 0.0 7.509375
Mg Te
2 2
Cartesian
2.30544 1.3310493287600003 7.4860283531250005 Mg2+
2.30544 -1.3310493287600003 3.7313408531250003 Mg2+
2.30544 1.3310493287600003 2.8018153968750004 Te2-
2.30544 -1.3310493287600003 6.556502896875 Te2-
",Yes,4,4,Correct
Mg2+,Te2-,MgTe,"Mg2+ Te2-
1.0
0.0 3.000256 3.000256
3.000256 0.0 3.000256
3.000256 3.000256 0.0
Mg Te
1 1
Cartesian
0.0 0.0 0.0 Mg2+
1.500128 1.500128 1.500128 Te2-
",0.007427305243218227,MgSe,"Mg2+ Se2-
1.0
0.0 3.000256 3.000256
3.000256 0.0 3.000256
3.000256 3.000256 0.0
Mg Se
1 1
Cartesian
0.0 0.0 0.0 Mg2+
1.500128 1.500128 1.500128 Se2-
",Yes,4,4,Correct
Al3+,N3-,AlN,"Al3+ N3-
1.0
1.256214 -2.175827 0.0
1.256214 2.175827 0.0
0.0 0.0 7.707265
Al N
2 2
Cartesian
1.256214 0.7252771172179999 1.92681625 Al3+
1.256214 -0.7252771172179999 5.78044875 Al3+
1.256214 0.7252771172179999 5.78044875 N3-
1.256214 -0.7252771172179999 1.92681625 N3-
",0.007183039090886144,BN,"B3+ N3-
1.0
1.256214 -2.175827 0.0
1.256214 2.175827 0.0
0.0 0.0 7.707265
B N
2 2
Cartesian
1.256214 0.7252771172179999 1.92681625 B3+
1.256214 -0.7252771172179999 5.78044875 B3+
1.256214 0.7252771172179999 5.78044875 N3-
1.256214 -0.7252771172179999 1.92681625 N3-
",Yes,4,3,Incorrect
Al3+,P3-,AlP,"Al3+ P3-
1.0
0.0 2.273408 2.273408
2.273408 0.0 2.273408
2.273408 2.273408 0.0
Al P
1 1
Cartesian
0.0 0.0 0.0 Al3+
1.136704 1.136704 1.136704 P3-
",0.007183039090886144,BP,"B3+ P3-
1.0
0.0 2.273408 2.273408
2.273408 0.0 2.273408
2.273408 2.273408 0.0
B P
1 1
Cartesian
0.0 0.0 0.0 B3+
1.136704 1.136704 1.136704 P3-
",Yes,4,4,Correct
Al3+,As3-,AlAs,"Al3+ As3-
1.0
0.0 3.11688 3.11688
3.11688 0.0 3.11688
3.11688 3.11688 0.0
Al As
1 1
Cartesian
0.0 0.0 0.0 Al3+
1.55844 1.55844 1.55844 As3-
",0.007923188269418683,AlSb,"Al3+ Sb3-
1.0
0.0 3.11688 3.11688
3.11688 0.0 3.11688
3.11688 3.11688 0.0
Al Sb
1 1
Cartesian
0.0 0.0 0.0 Al3+
1.55844 1.55844 1.55844 Sb3-
",Yes,4,4,Correct
Al3+,Sb3-,AlSb,"Al3+ Sb3-
1.0
0.0 2.866878 2.866878
2.866878 0.0 2.866878
2.866878 2.866878 0.0
Al Sb
1 1
Cartesian
0.0 0.0 0.0 Al3+
1.433439 1.433439 1.433439 Sb3-
",0.007524714366607977,AlAs,"Al3+ As3-
1.0
0.0 2.866878 2.866878
2.866878 0.0 2.866878
2.866878 2.866878 0.0
Al As
1 1
Cartesian
0.0 0.0 0.0 Al3+
1.433439 1.433439 1.433439 As3-
",Yes,4,4,Correct
Al3+,Bi3-,AlBi,"Al3+ Bi3-
1.0
0.0 3.11688 3.11688
3.11688 0.0 3.11688
3.11688 3.11688 0.0
Al Bi
1 1
Cartesian
0.0 0.0 0.0 Al3+
1.55844 1.55844 1.55844 Bi3-
",0.005517479202170354,AlSb,"Al3+ Sb3-
1.0
0.0 3.11688 3.11688
3.11688 0.0 3.11688
3.11688 3.11688 0.0
Al Sb
1 1
Cartesian
0.0 0.0 0.0 Al3+
1.55844 1.55844 1.55844 Sb3-
",Yes,4,4,Correct
Si4+,C4-,SiC,"C4- Si4+
1.0
0.0 2.302077 2.302077
2.302077 0.0 2.302077
2.302077 2.302077 0.0
C Si
1 1
Cartesian
1.1510385 1.1510385 1.1510385 C4-
0.0 0.0 0.0 Si4+
",0.006243310212048858,GeC,"C4- Ge4+
1.0
0.0 2.302077 2.302077
2.302077 0.0 2.302077
2.302077 2.302077 0.0
C Ge
1 1
Cartesian
1.1510385 1.1510385 1.1510385 C4-
0.0 0.0 0.0 Ge4+
",Yes,4,4,Correct
Si3+,As3-,SiAs,"As3- Si3+
1.0
0.0 2.866878 2.866878
2.866878 0.0 2.866878
2.866878 2.866878 0.0
As Si
1 1
Cartesian
1.433439 1.433439 1.433439 As3-
0.0 0.0 0.0 Si3+
",0.008024060672063968,AlAs,"Al3+ As3-
1.0
0.0 2.866878 2.866878
2.866878 0.0 2.866878
2.866878 2.866878 0.0
Al As
1 1
Cartesian
0.0 0.0 0.0 Al3+
1.433439 1.433439 1.433439 As3-
",Yes,3,4,Incorrect
P2+,S2-,PS,"P2+ S2-
1.0
7.439375 0.0 0.0
0.0 12.359293 0.0
0.0 5.599517 11.487086
P S
16 16
Cartesian
7.368514953125 3.895023063873 1.935080046302 P2+
3.648827453125 11.264028436126999 3.8084629536979997 P2+
0.070860046875 14.063786936126998 9.552005953698 P2+
3.790547546875 6.694781563873 7.6786230463019995 P2+
6.037729795624999 5.416669247681999 2.8284307245219997 P2+
2.318042295625 9.742382252317999 2.915112275478 P2+
1.401645204375 12.542140752318 8.658655275478 P2+
5.121332704375001 8.216427747682 8.571973724522 P2+
1.448840599375 4.577224659222 4.919022941092 P2+
5.168528099375 10.581826840777998 0.824520058908 P2+
5.990534400625 13.381585340777997 6.568063058908 P2+
2.270846900625 7.376983159221999 10.662565941092 P2+
2.7437902875 5.607910774236999 3.453580918814 P2+
6.4634777875000005 9.551140725763 2.2899620811859998 P2+
4.6955847125 12.350899225763 8.033505081185998 P2+
0.9758972124999999 8.407669274237 9.197123918814 P2+
4.35725681625 3.9581941101899996 3.453178870804 S2-
0.63756931625 11.200857389809999 2.290364129196 S2-
3.08211818375 14.000615889809998 8.033907129195999 S2-
6.8018056837500005 6.75795261019 9.196721870804 S2-
7.118187423749999 6.011541893274 4.783268558744 S2-
3.39849992375 9.147509606726 0.960274441256 S2-
0.32118757625 11.947268106726 6.703817441256 S2-
4.040875076250001 8.811300393274 10.526811558743999 S2-
0.7386481043750001 2.763615638951 3.7360253893819997 S2-
4.458335604375 12.395435861048998 2.007517610618 S2-
6.700726895625 15.195194361048998 7.751060610618 S2-
2.981039395625 5.563374138951 9.479568389381999 S2-
1.600298835 5.391385445151 1.462064818994 S2-
5.319986334999999 9.767666054848998 4.281478181006 S2-
5.839076165000001 12.567424554849 10.025021181006 S2-
2.119388665 8.191143945151 7.205607818994 S2-
",0.007005959413499226,PSe,"P2+ Se2-
1.0
7.439375 0.0 0.0
0.0 12.359293 0.0
0.0 5.599517 11.487086
P Se
16 16
Cartesian
7.368514953125 3.895023063873 1.935080046302 P2+
3.648827453125 11.264028436126999 3.8084629536979997 P2+
0.070860046875 14.063786936126998 9.552005953698 P2+
3.790547546875 6.694781563873 7.6786230463019995 P2+
6.037729795624999 5.416669247681999 2.8284307245219997 P2+
2.318042295625 9.742382252317999 2.915112275478 P2+
1.401645204375 12.542140752318 8.658655275478 P2+
5.121332704375001 8.216427747682 8.571973724522 P2+
1.448840599375 4.577224659222 4.919022941092 P2+
5.168528099375 10.581826840777998 0.824520058908 P2+
5.990534400625 13.381585340777997 6.568063058908 P2+
2.270846900625 7.376983159221999 10.662565941092 P2+
2.7437902875 5.607910774236999 3.453580918814 P2+
6.4634777875000005 9.551140725763 2.2899620811859998 P2+
4.6955847125 12.350899225763 8.033505081185998 P2+
0.9758972124999999 8.407669274237 9.197123918814 P2+
4.35725681625 3.9581941101899996 3.453178870804 Se2-
0.63756931625 11.200857389809999 2.290364129196 Se2-
3.08211818375 14.000615889809998 8.033907129195999 Se2-
6.8018056837500005 6.75795261019 9.196721870804 Se2-
7.118187423749999 6.011541893274 4.783268558744 Se2-
3.39849992375 9.147509606726 0.960274441256 Se2-
0.32118757625 11.947268106726 6.703817441256 Se2-
4.040875076250001 8.811300393274 10.526811558743999 Se2-
0.7386481043750001 2.763615638951 3.7360253893819997 Se2-
4.458335604375 12.395435861048998 2.007517610618 Se2-
6.700726895625 15.195194361048998 7.751060610618 Se2-
2.981039395625 5.563374138951 9.479568389381999 Se2-
1.600298835 5.391385445151 1.462064818994 Se2-
5.319986334999999 9.767666054848998 4.281478181006 Se2-
5.839076165000001 12.567424554849 10.025021181006 Se2-
2.119388665 8.191143945151 7.205607818994 Se2-
",Yes,3,3,Correct
P2+,Se2-,PSe,"P2+ Se2-
1.0
4.86312 5.402393 0.0
-4.86312 5.402393 0.0
0.0 2.140835 9.3788
P Se
8 8
Cartesian
2.8991684404800004 6.23351168598 3.9323995367999998 P2+
2.89916844048 5.64169181402 0.7570004631999999 P2+
-2.89916844048 6.712109314019999 5.4464004632 P2+
-2.8991684404800004 7.30392918598 8.621799536800001 P2+
1.2076342740000003 7.221512881094 1.3611546228 P2+
1.20763913712 4.653685216513 3.3282453772 P2+
-1.2076342740000001 5.724108118906 8.0176453772 P2+
-1.2076342740000001 8.291930381094 6.0505546228 P2+
-0.16700926704000027 5.93760175 2.3447 Se2-
0.16700926704 7.00801925 7.0341000000000005 Se2-
4.27151172576 5.93760175 2.3447 Se2-
-4.27151172576 7.00801925 7.0341000000000005 Se2-
2.0499412473600005 8.007702571983 3.1388874052 Se2-
2.04994124736 3.867500928017 1.5505125948 Se2-
-2.04994124736 4.937918428016999 6.239912594800001 Se2-
-2.04994124736 9.078120071983 7.828287405199999 Se2-
",0.006994617557492619,PS,"P2+ S2-
1.0
4.86312 5.402393 0.0
-4.86312 5.402393 0.0
0.0 2.140835 9.3788
P S
8 8
Cartesian
2.8991684404800004 6.23351168598 3.9323995367999998 P2+
2.89916844048 5.64169181402 0.7570004631999999 P2+
-2.89916844048 6.712109314019999 5.4464004632 P2+
-2.8991684404800004 7.30392918598 8.621799536800001 P2+
1.2076342740000003 7.221512881094 1.3611546228 P2+
1.20763913712 4.653685216513 3.3282453772 P2+
-1.2076342740000001 5.724108118906 8.0176453772 P2+
-1.2076342740000001 8.291930381094 6.0505546228 P2+
-0.16700926704000027 5.93760175 2.3447 S2-
0.16700926704 7.00801925 7.0341000000000005 S2-
4.27151172576 5.93760175 2.3447 S2-
-4.27151172576 7.00801925 7.0341000000000005 S2-
2.0499412473600005 8.007702571983 3.1388874052 S2-
2.04994124736 3.867500928017 1.5505125948 S2-
-2.04994124736 4.937918428016999 6.239912594800001 S2-
-2.04994124736 9.078120071983 7.828287405199999 S2-
",Yes,3,3,Correct
P1+,Br1-,PBr,"Br1- P1+
1.0
2.777344 -3.857925 0.0
2.777344 3.857925 0.0
0.0 0.0 14.258095
Br P
4 4
Cartesian
2.720425112064 3.4344328569 2.2828065580700003 Br1-
2.720425112064 -3.4344328569 11.975288441930001 Br1-
2.7204251120639995 -0.42349214309999983 4.84624094193 Br1-
2.720425112064 0.4234921430999999 9.41185405807 Br1-
3.947977831936 -0.7341862750499997 0.624803980995 P1+
3.9479778319359995 0.73418627505 13.633291019005 P1+
1.170633831936 -0.73418627505 6.5042435190050005 P1+
1.170633831936 0.73418627505 7.753851480995 P1+
",0.008129912939728848,SBr,"Br1- S1+
1.0
2.777344 -3.857925 0.0
2.777344 3.857925 0.0
0.0 0.0 14.258095
Br S
4 4
Cartesian
2.720425112064 3.4344328569 2.2828065580700003 Br1-
2.720425112064 -3.4344328569 11.975288441930001 Br1-
2.7204251120639995 -0.42349214309999983 4.84624094193 Br1-
2.720425112064 0.4234921430999999 9.41185405807 Br1-
3.947977831936 -0.7341862750499997 0.624803980995 S1+
3.9479778319359995 0.73418627505 13.633291019005 S1+
1.170633831936 -0.73418627505 6.5042435190050005 S1+
1.170633831936 0.73418627505 7.753851480995 S1+
",Yes,8,1,Incorrect
